KTRU Rice Radio: 1
Latin American Graduate Student Association: 1, 9
Latino Medical Student Association Pre-Health Latino Undergraduate Society: 1, 4, 7, 9
Latinx Graduate Students at Rice: 1, 9
Link Nonprofit: 9
Liu Idea Lab for Innovation & Entrepreneurship: 1, 7
Long Distance Squad: 8
Los Buhos del Norte: 9
Low Keys: 1
Machine Learning at Rice: 4, 7
Marching Owl Band: 1
Mariachi Luna Llena: 1, 9
Master of Engineering Management and Leadership Student Association: 1, 7
Material Science and NanoEngineering: 1, 4
Mechanical Engineering Graduate Student Association: 1, 4, 7
Medic Outpost: 4, 7
Medical Arts Collaborative: 4, 5
Moody Center for the Arts: 1, 5, 7
Moody Student Collaborative: 1, 5, 7
Mulan Dance Crew: 9
Multicultural Affairs: 1, 9
National Organization of Minority Architecture Students Rice Chapter: 1, 2, 9
National Society of Black Engineerings: 1, 4, 9
NEOS Jazz Band: 9
Neuroengineering Student Association: 1, 4, 7
Neurotech @ Rice: 1, 4, 7
Nocturnal: 9
Office of Academic Advising: 1, 7
Office of Academic Support for Undergraduate Students: 1, 7
Office of Admission: 1
Office of Alumni Relations/Association of Rice Alumni (ARA): 1
Office of Diversity, Equity and Inclusion: 1, 9
Office of Information Technology: 1, 4
Office of International Students and Scholars: 1, 9
Office of Research Security and Export Controls: 1, 7
Office of Student Media: 1
Office of Study Abroad: 1, 7
Office of Sustainability: 1, 10
Office of the Dean of Undergraduates: 1
Office of Undergraduate Resarch and Inquiry: 1, 7
Omega House @ Rice University: 1, 4, 7
Open Hearts: 5, 9
Oshman Engineering Design Kitchen: 1, 4, 7
Out & Allied: 1, 3, 7, 9
Out in Science, Technology, Engineering, and Mathematics: 1, 4, 7, 9
Owlchemy: Rice Undergraduate Chemistry Society: 1, 4, 7
OwlNest Student Engagement Consultants: 1
OwlSpark: 1, 7
Partners in Health Engage at Rice: 4, 7
Peak: 7
Peer Academic Advisors: 1, 7
Peer Career Advisors: 1, 7
PERIOD@Rice: 1, 9
Phi Beta Kappa: Rice Chapter: 1, 7
Physics and Astronomy Graduate Student Association: 1, 4, 7
Planned Parenthood Generation Action Rice Chapter: 1, 9
Political Science: 1, 6, 7
Political Science Graduate Student Association: 1, 6, 7
Pre-Physician Assistant Student Association: 1, 4, 7
Professional Science Master's Programs: 1, 4, 7
Program in Environmental Studies: 1, 4, 7, 10
Psychological Studies: 1, 6, 7
Psychological Studies Graduate Student Association: 1, 6, 7
Queer Graduate Student Association: 1, 9
R2: The Rice Review: 1, 5, 7
Ratio Christi at Rice University: 9
RAW.photography: 5, 7
Religon and Public Life Program: 1, 5, 7, 9
RemixCS: 4, 7
Rice African Graduate Student Association: 1, 9
Rice African Student Association: 1, 9
Rice Agua Vida: 10
Rice All-Stars: 8, 9
Rice Alliance for Mental Health Awareness: 9
Rice Alliance for Technology and Entrepreneurship: 4, 7
Rice Alternative Dispute Resolution: 6, 7
Rice Alternative Investments Club: 3, 7
Rice Animal Ethics Society: 1, 5, 7
Rice Architecture Society: 1, 2, 7
Rice Arm Wrestling Club: 8
Rice Association for African Development: 1, 7, 9
Rice Athletics: 1, 8
Rice Automotive Club for Enthusiasts: 4, 7
Rice Badminton Club: 8
Rice Ballroom Dance Team: 8, 9
Rice Baptist Student Ministry: 9
Rice Bhaki Yoga Club: 8
Rice Bhangra: 8, 9
Rice Bikes: 1, 8
Rice Biokind Analytics: 4, 7
Rice Biomedical Engineering Society: 1
Rice Black Men's Association: 1, 9
Rice Black Women's Association: 1, 9
Rice Blue Sole Steppers: 8, 9
Rice Business Events: 1, 3, 7
Rice Business Society: 1, 3, 7
Rice Campanile: 1
Rice Catalyst: 1, 7
Rice Catholic Student Association: 1, 9
Rice Center for Engineering Leadership: 1, 4, 7
Rice Chinese Student Association: 1, 9
Rice Chinese Students and Scholars Association: 1, 7, 9
Rice Chinese Theatre Club: 1, 5, 9
Rice Cinema Club: 1, 5
Rice Climbing Club: 1, 8
Rice Club Sailing Team: 1, 8
Rice Club Tennis: 1, 8
Rice Coalition on Hunger and Homelessness: 1, 9
Rice Coalition on Substance Use: 1, 9
Rice Coffeehouse: 1
Rice Composers Collective: 1, 5, 7
Rice Computer Science Club: 1, 4, 7
Rice Consulting: 1, 3, 7
Rice Corporate Law Society: 1, 6, 7
Rice Critical Humanities Collective: 1, 5, 7, 9
Rice Cubing Club: 1, 8
Rice Dance Theatre: 1, 5, 9
Rice Data Science: 1, 4, 7
Rice Design: 1, 4, 5, 7
Rice Eclipse Rocketry Team: 1, 4, 7
Rice Economic Forum: 1, 3, 6, 7
Rice Education: 1, 5, 7
Rice Electric Vehicle Team: 1, 4, 7, 8
Rice Energy Trading Group: 1, 3, 10
Rice Equestrian Team: 1, 8
Rice Escape: 1
Rice Esports: 1, 8
Rice Fencing Club: 1, 8
Rice Formula SAE: 1, 4, 7, 8
Rice Furries: 1, 9
Rice German Club: 1, 5
Rice Global: 1, 9
Rice Graduate Christian Fellowship: 1, 9
Rice Hawai'i Club: 1, 9
Rice Health Advisors: 1, 9
Rice Hellenic Student Association: 1, 9
Rice Hillel: 1, 9
Rice Hockey Club: 1, 8
Rice Hong Kong Student Association: 1, 9
Rice HOSA Future Health Professionals: 1, 4, 7
Rice IGNITE: 1, 6, 7, 9
Rice INFORMS: 1, 4, 7
Rice Institute of Electrical and Electronics Engineers (IEEE) Student Chapter: 1, 4, 7
Rice International Student Association: 1, 9
Rice Justice Project: 1, 6, 7
Rice Kasama: 1, 9
Rice Linguistics Student Chapter: 1, 5, 7
Rice Lions: 1, 9
Rice Madrigals: 1, 5, 9
Rice Medical Bridges: 1, 4, 7, 9
Rice Medical Design: 1, 4, 5, 7
Rice Men's Club Lacrosse: 1, 8
Rice Men's Club Soccer: 1, 8
Rice Men's Club Volleyball: 1, 8
Rice Middle Eastern and North African Student Association: 1, 9
Rice Minority Association of Pre-Medical Students: 1, 4, 7, 9
Rice Rice Mixed Martial Arts Club: 1, 8
Rice Model United Naitons: 1, 6, 7
Rice MusicMDs: 1, 4, 5, 9
Rice Neuro Transmitter: 1, 4, 7
Rice Neuroscience Society: 1, 4, 7
Rice New Energy Fund: 1, 3, 4, 6, 7, 10
Rice Office of STEM Engagement: 1, 4, 7
Rice Olympic Weightlifting Club: 1, 8
Rice Omega Psi: 1, 6, 7
Rice Online Learning: 1
Rice Outdoor Programs & Education: 1, 8
Rice Pakistani Student Association: 1, 9
Rice Pancakes for Parkinson's: 1, 9
Rice Partnership for the Advancement and Immersion of Refugees: 1, 9
Rice Pickleball Club: 1, 8
Rice Postdoctoral Association: 1, 7
Rice Powerlifting Team: 1, 8
Rice Pre-Dental Society: 1, 4, 7
Rice Pre-Medical Society: 1, 4, 7
Rice Pride: 1, 9
Rice Program Council: 1
Rice PsychOWLogy Club: 1, 6, 7
Rice Quantitative Fund: 1, 4, 6, 7
Rice Rally Club: 1, 8
Rice Rangilas: 1, 9
Rice Rap Club: 1, 5, 9
Rice Rasikas: 1, 9
Rice Re-Generation: 1, 4, 7
Rice Robotics Club: 1, 4, 7
Rice SAAVETX EF: 1, 5, 7, 9
Rice Salseros: 1, 9
Rice Satellite Club: 1, 4
Rice Securities Investment Group: 1, 3, 6, 7
Rice Stroke: 1, 4, 9
Rice Student Birding Club: 1
Rice Students for Sensible Drug Policy: 1, 9
Rice Sustainability Coalition: 1, 10
Rice Swim Club: 1, 8
Rice SYNergy: 1, 7
Rice Table Tennis Club: 1, 8
Rice Taekwondo Club: 1, 8
Rice Taiwanese Association: 1, 9
Rice Taiwanese Graduate Student Association: 1, 9
Rice Turkish Student Association: 1, 9
Rice Undergraduate Archaeological Society: 1, 5, 7
Rice Undergraduate Biosciences Society: 1, 4, 7
Rice Undergrauduate Finance Club: 1, 3, 6, 7
Rice Undergraduate Geoscience Society: 1, 4, 5, 7
Rice Undergraduate Law Review: 1, 5, 6, 7
Rice Undergraduate Marketing Association: 1, 3, 7
Rice Undergraduate Real Estate Society: 1, 3, 7
Rice University Adaptive Skating: 1, 8, 9
Rice University Bands: 1, 5
Rice Univeristy Barbara and David Gibbs Recreation & Wellness Center: 1, 8
Rice University Boxing Club: 1, 8
Rice University Chapter of the Latin American Medical Association of Houston: 1, 4, 7
Rice University Chess Club: 1, 8
Rice University Baseball: 1, 8
Rice University Club Sports: 1, 8
Rice University Cycling and Triatholon: 1, 8
Rice University Figure Skating Club: 1, 8
Rice University GSA Soccer Club: 1, 8
Rice University Honor Council: 1
Rice University Human Factors and Ergonomics Society Student Chapter: 1, 5, 7
Rice University Ice Skating Club: 1, 8
Rice University Korean Graduate Student Association: 1, 9
Rice University Mock Trial: 1, 5, 6, 7
Rice University Muslim Student Association: 1, 9
Rice University National Professional Science Master's Association: 1, 4, 7
Rice University Pre-Law Society: 1, 5, 6, 7
Rice University Psi Chi Chapter: 1, 6, 7
Rice University Quiz Bowl: 1, 8
Rice University Rowing Club: 1, 8
Rice University Science Bowl: 1, 4, 8
Rice University Student Association: 1
Rice University Student Chapter of the Association for Young Women in Mathematics: 1, 4, 7, 9
Rice University Young Democrats: 1, 9
Rice University Zen Buddhism Club: 1, 9
Rice Urban Agriculture: 1, 10
Rice Vegan Society: 1, 9, 10
Rice Wildfire Conservation Corps: 1, 10
Rice Wind Energy: 1, 4, 10
Rice Women in Business: 1, 3, 9
Rice Women in Physics: 1, 4, 9
Rice Women in STEM: 1, 4, 9
Rice Women on Bikes: 1, 8, 9
Rice Women's Club Lacrosse: 1, 8, 9
Rice Women's Club Soccer: 1, 8, 9
Rice Women's Club Volleyball: 1, 8, 9
Rice Women's Club Water Polo: 1, 8, 9
Rice Women's Resource Center: 1, 9
Rice Women's Rugby Football Club: 1, 8, 9
Rice Zine Fest: 1, 9
Rice Zouk: 1, 9
RiceApps: 1, 4, 7
RISE LATAM: 1, 9
Russian Speakers Association: 1, 5, 9
School of Humanities: 1, 5, 7
School of Social Sciences Gateway Program: 1, 6, 7
Science and Technology Studies Minor: 1, 4, 7
Science Olympiad Alumni Association: 1, 4, 7
Senior Health Compass: 1, 4, 7
Serenade Seraphim: 1, 9
Sikh Students Association: 1, 9
Skin Science and Cancer Awareness at Rice: 1, 4, 7
SKY Campus at Rice: 1, 8
Sleepy Cyborg Gallery: 1, 5, 7
Society of Hispanic Professional Engineerings: 1, 4, 7, 9
Society of Physics and Astonomy Students: 1, 4, 7
Society of Women Engineers:m 1, 4, 7, 9
South Asian Society: 1, 9
Spanish, Portuguese, Latin American Studies: 1, 5, 9
Spontaneous Combustion: 1
Sport Management: 1, 6, 7
STEM Students on the Rise: 1, 4, 7
Stock the Nest: 1, 9, 10
Student Activities/President's Programming (SAPP) Fund: 1
Student Center: 1
Student Center Information Desk: 1
Student Success Initiatives: 1, 7
Student Wellbeing Office: 1, 9
Students at Rice Committed to Optimizing Medical Exercise and Rehabilitation Education: 1, 7, 8
Students for Justice in Palestine: 1, 9
Students Supporting Israel @ Rice: 1, 9
Students Transforming Rice Into a Violence Free Environment: 1, 9
Sunrise Rice: 1, 10
Super Smash Bros. club: 1, 8
Susanne M. Glasscock School of Continuing Studies: 1, 5, 7
Systems, Synthetic, & Physical Biology Graduate Student Association: 1, 4, 7
TAMID at Rice: 1, 3, 7
Team ENOUGH Rice: 1, 9
Tech for All Private Foundation: 1, 4, 9
TedxRiceU: 1, 7
TestC: 1
Thai Student Association: 1, 9
The Crochet Club: 1, 5
The Department of Naval Science: 1
The Doerr Institute for New Leaders: 1, 7
The Hoot: 1
The Moody Experience: 1, 7
The Rice Apollos: 1, 5
The Rice Philharmonics: 1, 5
The Rice Thresher: 1, 5
The Rice University Transfer Student Association: 1, 9
The SAFE OFFICE: Interpersonal Misconduct Prevention and Support: 1
The Women's Network - Rice: 1, 9
Theatre Program: 1, 5
Third World Students' Alliance: 1, 9
Torque Rice Women's Ultimate Frisbee: 1, 8, 9
Transnational Asian Studies: 1, 5, 9
Universities Allied for Essential Medicines at Rice University: 1, 4
University Court: 1
VAW Global Health Alliances: 1
Vietnamese Student Association: 1, 9
Virtual and Dramatic Arts: 1, 5
Visual Artists at Rice: 1, 5, 7
Weeks of Welcome: 1
Wiess School of Natural Sciences: 1, 4, 7
Women in CyberSecurity - Rice University Student Chapter: 1, 4, 7, 9
Women in Finance and Investing: 1, 3, 6, 7, 9
Young Democratic Socialists of America: 1, 9
