American Society for Engineering Management Rice University Chapter: 4, 7
Rice Ethiopian and Eritrean Student Association: 9
180 Degrees Consulting - Rice University Branch: 3, 7, 9
Academic and Cultural Empowerment at Rice: 9
Accessibility Buddies: 9
ACEing Autism: 9
Across All Borders: 9
AKOMA: 9
Ammerican Association of Petroleum Geologists: 4, 7
American Cancer Society: 4, 7, 9
American Institute of Aeronautics and Astronautics: 4, 7
American Institute of Aeronautics and Astonautics - Rice University Chapter: 4, 7
American Institute of Chemical Engineers Rice Chapter: 4, 7
American Medical Women's Association Rice Branch: 4, 7, 9
American Society of Civil Engineers: 4, 7
Analytics, Consulting, and Technology at Rice: 3, 4, 7
Architecutre Graduate Student Association: 2
Augmented Reality/Virtual Reality Club: 4
Baker Institute Student Forum: 6, 7
Bangladeshi Student Association of Rice: 9
Basmati Beats: 9
BASYK Dance Club: 9
Baylor College of Medicine - Patient Discharge Initiative: 4, 7
Bedside Narratives: 9
Best Buddies: 9
Biochemistry and Cell Biology Graduate Student Association: 4, 7
Bioengineering Graduate Student Association: 4, 7
Black Graduate Student Association: 9
Black Student Association: 9
Blacksmithing at Rice: 9
Blood Pressure Project: 9
Brazilian Student Association at Rice University: 9
Bridge the Gap: 9
Buddhist Undergraduate Student Association: 9
Camp Kesem Rice: 9
Campus/Special Events: 1
Caregiving Program: 1
Caribbean Student Association: 9
Center for Academic and Professional Communication: 1, 5, 7
Center for Career Development: 1, 7
Center for Civic Leadership: 1, 7
Center for Engaged Research and Collaborative Learning: 1, 7
Center for Engineering Excellence Through Equity: 1, 4, 7
Center for Languages and Intercultural Communication: 1, 5, 7, 9
Center for Teaching Excellence: 1, 7
Center for the Study of Women, Gender, and Sexuality: 1, 5, 7, 9
Center for Transformign Data to Knowledge - the D2K Lab: 1, 4, 7
Chabad Jewish Student Life: 9
Chemical and Biomolecular Engineering Graduate Student Association: 4, 7
Chemistry Graduate Student Association: 4, 7
Chi Epsilon: 4, 7
Chimacappella: 9
Christians on Campus: 9
Church of Jesus Christ of Latter-day Saints Student Association: 9
Civic Duty Rice: 6, 9
Civil and Environmental Engineering: 1, 4, 10
Cloud9 Men's Ultimate Frisbee: 8
Club Sponsors: 1
Colombian Owls: 9
ComSciClub: 4, 7
Cornerstone Christian Fellowship: 9
Cricket Club: 8
CSters: 4, 9
Department of Art History: 1, 5
Department of Bioengineering: 1, 4
Department of Biosciences: 1, 4
Department of Modern and Classical Languages, Litertures and Cultures: 1, 5, 9
Design for America-Rice University: 4, 9
Digital Media Commons: 5
Diversity Facilitators: 1, 9
Earth, Environmental & Planetary Sciences: 1, 4, 10
Earthquake Engineering Research Institute Rice University Student Chapter: 1, 4
Ecology and Evolutionary Biology GSA: 4, 7
Electrical and Computer Engineering Graduate Student Association: 4, 7
Engineering Professional Master's Program: 4, 7
English Undergraduate Association: 5, 7
Episcopal Church at Rice - Autry House: 9
FastWarp: Board and Card Game Club: 1
Filipino Student Association: 9
First-Generation, Limited-Income Legal Collective @ Rice: 6, 7, 9
Fondren Library: 1
French Club: 5
Fulbright @ Rice: 1, 7
George R Brown Forensics Society: 1, 5, 6
George R. Brown School of Engineering and Computing: 1, 4
Geounion: 1, 4
Girls into VC @ Rice: 3, 7
Global Medical Missions Alliance: 4, 7, 9
Global Partners in Hope: 9
GradGames: 1
Graduate and Postdoctoral Studies: 1
Graduate Muslim Student Association: 9
Graduate Student Association: 1
Graduate Students Transforming Rice Into a Violence-free Environment: 9
Handcrafter Hope: 9
Health Sciences at Rice (HEALAR): 1, 4, 7
Hearts for the Homeless Rice: 9
Hindu YUVA at Rice: 9
Hispanic Association for Cultural Enrichment at Rice: 9
Human Resources: 1
Humanities Graduate Student Association: 1, 5
Humanities Research Center: 1, 5, 7
Impact Rice Retreat: 1, 7
Indian Students at Rice: 9
Information Security Office: 1
InterVarsity Christian Fellowship: 9
InThread: 9, 10
Japanese Student Association: 9
Jewish Studies Student Association: 9
Ken Kennedy Institute: 4, 7
Kids Are Scientists Too: 4, 9
Kinesiology: 1, 4
Korean International Student Association: 1, 9
Korean Student Association: 1, 9
